Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Centro,Merlot,2021,1,4054,11750793.6,7315262.65
Sucursal Centro,Pinot Noir,2021,1,3691,16862979.02,12738531.46
Sucursal Centro,Chardonnay,2021,1,5352,18445839.24,13922243.36
Sucursal Centro,Sauvignon Blanc,2021,1,3525,10459135.03,7324679.65
Sucursal Sur,Cabernet Sauvignon,2021,1,5001,18751092.9,11811753.99
Sucursal Sur,Merlot,2021,1,3759,10334600.42,7029375.87
Sucursal Sur,Pinot Noir,2021,1,3562,16615228.34,10090858.2
Sucursal Sur,Chardonnay,2021,1,5156,16454849.14,12624257.8
Sucursal Sur,Sauvignon Blanc,2021,1,3792,11458574.33,7969863.55
Sucursal Norte,Cabernet Sauvignon,2021,2,5103,19165774.96,13029844.63
Sucursal Norte,Merlot,2021,2,3830,9497592.82,5925910.07
Sucursal Norte,Pinot Noir,2021,2,3382,15455953.39,11614728.9
Sucursal Norte,Chardonnay,2021,2,4519,14370257.03,10267546.83
Sucursal Norte,Sauvignon Blanc,2021,2,3312,10234598.02,7194125.47
Sucursal Centro,Cabernet Sauvignon,2021,2,5222,17146254.91,11479680.15
Sucursal Centro,Merlot,2021,2,3901,11336198.33,8673916.77
Sucursal Centro,Pinot Noir,2021,2,3639,15164122.31,11849328.43
Sucursal Centro,Chardonnay,2021,2,5306,17943487.22,12651348.25
Sucursal Centro,Sauvignon Blanc,2021,2,3537,9155395.2,5759129.36
Sucursal Sur,Cabernet Sauvignon,2021,2,5388,20925343.35,14848705.6
Sucursal Sur,Merlot,2021,2,4044,10785097.71,8430491.98
Sucursal Sur,Pinot Noir,2021,2,3435,15847754.53,9934899.41
Sucursal Sur,Chardonnay,2021,2,4491,16210690.48,11859103.8
Sucursal Sur,Sauvignon Blanc,2021,2,3202,8620518.51,5379589.61
Sucursal Norte,Cabernet Sauvignon,2021,3,5151,18229277.49,11794581.19
Sucursal Norte,Merlot,2021,3,3832,10473772.15,8205860.85
Sucursal Norte,Pinot Noir,2021,3,3928,16169559.67,11220321.05
Sucursal Norte,Chardonnay,2021,3,4619,17029563.06,12534442.93
Sucursal Norte,Sauvignon Blanc,2021,3,3388,9533591.19,6308785.28
Sucursal Centro,Cabernet Sauvignon,2021,3,5563,21107445.23,14549744.96
Sucursal Centro,Merlot,2021,3,3966,11794474.27,8263500.84
Sucursal Centro,Pinot Noir,2021,3,3248,13435253.23,9986070.49
Sucursal Centro,Chardonnay,2021,3,4795,16889338.0,11154021.17
Sucursal Centro,Sauvignon Blanc,2021,3,3285,8819608.94,5463949.98
Sucursal Sur,Cabernet Sauvignon,2021,3,5615,22178813.44,16412433.52
Sucursal Sur,Merlot,2021,3,3623,9973825.27,7066015.52
Sucursal Sur,Pinot Noir,2021,3,3958,16730400.61,10655381.71
Sucursal Sur,Chardonnay,2021,3,4483,16182240.36,10693540.9
Sucursal Sur,Sauvignon Blanc,2021,3,3369,8890937.62,6016044.48
Sucursal Norte,Cabernet Sauvignon,2021,4,5280,17790647.17,14112703.56
Sucursal Norte,Merlot,2021,4,3737,9635449.9,6818549.65
Sucursal Norte,Pinot Noir,2021,4,3662,15302384.06,11820858.82
Sucursal Norte,Chardonnay,2021,4,4902,15716700.48,10925497.53
Sucursal Norte,Sauvignon Blanc,2021,4,3455,9326283.76,6391482.49
Sucursal Centro,Cabernet Sauvignon,2021,4,4970,16882612.44,11620349.9
Sucursal Centro,Merlot,2021,4,3859,9899966.48,6501131.41
Sucursal Centro,Pinot Noir,2021,4,3651,15334190.95,10706219.4
Sucursal Centro,Chardonnay,2021,4,4496,16202631.93,11859392.76
Sucursal Centro,Sauvignon Blanc,2021,4,3667,10381462.36,6858181.6
Sucursal Sur,Cabernet Sauvignon,2021,4,5730,20261022.39,13865993.16
Sucursal Sur,Merlot,2021,4,4299,12154666.36,7994732.42
Sucursal Sur,Pinot Noir,2021,4,3439,16780035.24,11293644.1
Sucursal Sur,Chardonnay,2021,4,4654,14822350.79,9637796.72
Sucursal Sur,Sauvignon Blanc,2021,4,3542,9750768.92,7024567.25
Sucursal Norte,Cabernet Sauvignon,2021,5,5212,18521672.67,14446468.6
Sucursal Norte,Merlot,2021,5,4096,11867074.82,7321427.89
Sucursal Norte,Pinot Noir,2021,5,3642,16827692.93,11648528.74
Sucursal Norte,Chardonnay,2021,5,5328,18124494.34,13077077.32
Sucursal Norte,Sauvignon Blanc,2021,5,3231,9032440.19,5460991.7
Sucursal Centro,Cabernet Sauvignon,2021,5,4995,17859087.2,11660724.28
Sucursal Centro,Merlot,2021,5,3738,11238858.87,7941210.78
Sucursal Centro,Pinot Noir,2021,5,3606,15483763.14,12361533.07
Sucursal Centro,Chardonnay,2021,5,5197,17639378.6,13437166.3
Sucursal Centro,Sauvignon Blanc,2021,5,3752,11793188.86,7633330.66
Sucursal Sur,Cabernet Sauvignon,2021,5,5177,17257776.23,13493121.31
Sucursal Sur,Merlot,2021,5,3889,11711606.38,7713683.73
Sucursal Sur,Pinot Noir,2021,5,3523,15867274.63,11686485.57
Sucursal Sur,Chardonnay,2021,5,4507,14070892.16,10871418.36
Sucursal Sur,Sauvignon Blanc,2021,5,3488,8985282.97,7181100.15
Sucursal Norte,Cabernet Sauvignon,2021,6,5180,19816066.64,15229731.51
Sucursal Norte,Merlot,2021,6,4109,10717769.17,7377923.31
Sucursal Norte,Pinot Noir,2021,6,3465,14440960.76,9604899.4
Sucursal Norte,Chardonnay,2021,6,4941,16899941.11,13478003.66
Sucursal Norte,Sauvignon Blanc,2021,6,3421,9027961.7,5894211.84
Sucursal Centro,Cabernet Sauvignon,2021,6,4967,17415222.33,10531734.23
Sucursal Centro,Merlot,2021,6,4373,11332984.9,7352245.02
Sucursal Centro,Pinot Noir,2021,6,3619,16225361.38,10480429.09
Sucursal Centro,Chardonnay,2021,6,4746,15745046.07,11911499.39
Sucursal Centro,Sauvignon Blanc,2021,6,3705,10196712.32,6934885.72
Sucursal Sur,Cabernet Sauvignon,2021,6,5973,20137806.86,12091893.19
Sucursal Sur,Merlot,2021,6,3960,11671885.28,7999443.88
Sucursal Sur,Pinot Noir,2021,6,3472,15679012.55,11824275.65
Sucursal Sur,Chardonnay,2021,6,5165,16162328.48,12240363.63
Sucursal Sur,Sauvignon Blanc,2021,6,3555,10279188.11,6305732.74
Sucursal Norte,Cabernet Sauvignon,2021,7,5647,21235443.02,16968620.14
Sucursal Norte,Merlot,2021,7,3736,10990928.01,6765338.2
Sucursal Norte,Pinot Noir,2021,7,3560,17417975.33,11820240.78
Sucursal Norte,Chardonnay,2021,7,4553,15040366.52,11584862.17
Sucursal Norte,Sauvignon Blanc,2021,7,3182,9869827.41,6832642.0
Sucursal Centro,Cabernet Sauvignon,2021,7,6025,20896800.72,14587970.98
Sucursal Centro,Merlot,2021,7,4157,12138900.76,8061971.34
Sucursal Centro,Pinot Noir,2021,7,3537,15680013.96,11576214.18
Sucursal Centro,Chardonnay,2021,7,5002,16774802.83,13176315.25
Sucursal Centro,Sauvignon Blanc,2021,7,3338,8697007.6,6919093.31
Sucursal Sur,Cabernet Sauvignon,2021,7,5814,21161110.96,15440137.54
Sucursal Sur,Merlot,2021,7,4391,11047147.84,8262080.71
Sucursal Sur,Pinot Noir,2021,7,3452,15754295.7,11452286.97
Sucursal Sur,Chardonnay,2021,7,4515,15174285.28,10179952.66
Sucursal Sur,Sauvignon Blanc,2021,7,3795,11454840.28,7478320.75
Sucursal Norte,Cabernet Sauvignon,2021,8,5866,21285427.78,15448409.34
Sucursal Norte,Merlot,2021,8,3716,10050373.89,7247009.45
Sucursal Norte,Pinot Noir,2021,8,3632,17242813.25,11038127.81
Sucursal Norte,Chardonnay,2021,8,4908,15827315.45,11793548.32
Sucursal Norte,Sauvignon Blanc,2021,8,3448,9658598.66,6234702.9
Sucursal Centro,Cabernet Sauvignon,2021,8,5800,22059987.06,15898276.75
Sucursal Centro,Merlot,2021,8,4212,11989228.64,7759264.01
Sucursal Centro,Pinot Noir,2021,8,3613,17614242.73,14046829.4
Sucursal Centro,Chardonnay,2021,8,4514,16361265.74,12172046.31
Sucursal Centro,Sauvignon Blanc,2021,8,3641,10855768.54,8023110.0
Sucursal Sur,Cabernet Sauvignon,2021,8,5517,18730902.41,13946249.34
Sucursal Sur,Merlot,2021,8,3692,9325711.29,5732079.96
Sucursal Sur,Pinot Noir,2021,8,3251,15431736.68,11921817.4
Sucursal Sur,Chardonnay,2021,8,5346,17946284.25,13359938.61
Sucursal Sur,Sauvignon Blanc,2021,8,3299,9110046.58,6044565.25
Sucursal Norte,Cabernet Sauvignon,2021,9,5217,17818674.35,13452469.14
Sucursal Norte,Merlot,2021,9,4127,10575490.81,7670770.85
Sucursal Norte,Pinot Noir,2021,9,3749,16146766.6,11966541.59
Sucursal Norte,Chardonnay,2021,9,5261,17279786.09,12487836.29
Sucursal Norte,Sauvignon Blanc,2021,9,3743,10192668.55,7777011.67
Sucursal Centro,Cabernet Sauvignon,2021,9,5266,20413996.24,14448557.25
Sucursal Centro,Merlot,2021,9,3625,9499657.25,6112391.7
Sucursal Centro,Pinot Noir,2021,9,3376,14457597.95,10764107.41
Sucursal Centro,Chardonnay,2021,9,4721,16977623.4,11160662.39
Sucursal Centro,Sauvignon Blanc,2021,9,3687,10719120.39,7770351.18
Sucursal Sur,Cabernet Sauvignon,2021,9,5777,20867687.75,14373214.37
Sucursal Sur,Merlot,2021,9,3825,11318939.3,8401046.2
Sucursal Sur,Pinot Noir,2021,9,3454,16396836.29,10005153.02
Sucursal Sur,Chardonnay,2021,9,4460,15904801.29,11439327.46
Sucursal Sur,Sauvignon Blanc,2021,9,3416,9196660.19,5697564.22
Sucursal Norte,Cabernet Sauvignon,2021,10,5961,23107392.93,17076115.3
Sucursal Norte,Merlot,2021,10,4027,11130263.76,8169968.37
Sucursal Norte,Pinot Noir,2021,10,3553,17708740.01,12176974.11
Sucursal Norte,Chardonnay,2021,10,4774,17561468.01,12306677.08
Sucursal Norte,Sauvignon Blanc,2021,10,3639,9631398.36,6534867.68
Sucursal Centro,Cabernet Sauvignon,2021,10,5875,21854556.63,16574296.1
Sucursal Centro,Merlot,2021,10,4130,10501834.79,8384448.33
Sucursal Centro,Pinot Noir,2021,10,3816,18291864.07,12624064.68
Sucursal Centro,Chardonnay,2021,10,5207,16349066.92,9855698.39
Sucursal Centro,Sauvignon Blanc,2021,10,3720,10130564.45,7151780.29
Sucursal Sur,Cabernet Sauvignon,2021,10,5350,19902713.47,14096974.13
Sucursal Sur,Merlot,2021,10,3838,11479470.69,7451334.44
Sucursal Sur,Pinot Noir,2021,10,3530,17437682.26,12598687.6
Sucursal Sur,Chardonnay,2021,10,5096,16860842.38,12094305.96
Sucursal Sur,Sauvignon Blanc,2021,10,3601,10966464.86,7375689.24
Sucursal Norte,Cabernet Sauvignon,2021,11,5395,19264125.73,11803541.45
Sucursal Norte,Merlot,2021,11,4312,11626097.06,7748033.56
Sucursal Norte,Pinot Noir,2021,11,3822,17247909.49,11357450.98
Sucursal Norte,Chardonnay,2021,11,5186,15875196.15,10578179.83
Sucursal Norte,Sauvignon Blanc,2021,11,3485,10429525.37,8227400.13
Sucursal Centro,Cabernet Sauvignon,2021,11,5319,20415829.59,12269031.94
Sucursal Centro,Merlot,2021,11,4353,12799093.8,9747960.85
Sucursal Centro,Pinot Noir,2021,11,3564,16544910.29,11683317.22
Sucursal Centro,Chardonnay,2021,11,4697,14608440.83,9936277.64
Sucursal Centro,Sauvignon Blanc,2021,11,3180,8613856.39,5782578.69
Sucursal Sur,Cabernet Sauvignon,2021,11,5835,20292662.79,14701253.21
Sucursal Sur,Merlot,2021,11,3690,9453466.28,5761878.83
Sucursal Sur,Pinot Noir,2021,11,3257,15184803.07,10863647.74
Sucursal Sur,Chardonnay,2021,11,4801,17624651.98,11939069.14
Sucursal Sur,Sauvignon Blanc,2021,11,3503,9681325.2,7311101.15
Sucursal Norte,Cabernet Sauvignon,2021,12,5653,19600653.63,13700242.83
Sucursal Norte,Merlot,2021,12,3774,10488934.38,8149771.45
Sucursal Norte,Pinot Noir,2021,12,3424,14411997.52,9499564.38
Sucursal Norte,Chardonnay,2021,12,4825,15509543.01,11855409.78
Sucursal Norte,Sauvignon Blanc,2021,12,3785,10581628.85,6404976.33
Sucursal Centro,Cabernet Sauvignon,2021,12,5993,22705409.91,17110574.8
Sucursal Centro,Merlot,2021,12,4257,12280431.13,9661477.29
Sucursal Centro,Pinot Noir,2021,12,3679,17747814.22,12242518.53
Sucursal Centro,Chardonnay,2021,12,4525,14459736.81,11455257.13
Sucursal Centro,Sauvignon Blanc,2021,12,3374,8742727.63,5859253.82
Sucursal Sur,Cabernet Sauvignon,2021,12,5776,22705367.28,18012724.31
Sucursal Sur,Merlot,2021,12,4349,11523510.14,7537507.66
Sucursal Sur,Pinot Noir,2021,12,3838,16055603.19,12246546.28
Sucursal Sur,Chardonnay,2021,12,5060,16791594.27,12306549.66
Sucursal Sur,Sauvignon Blanc,2021,12,3329,10438698.72,7795855.4
Sucursal Norte,Cabernet Sauvignon,2022,1,6119,25622576.09,16080733.67
Sucursal Norte,Merlot,2022,1,4354,13842457.84,10006680.05
Sucursal Norte,Pinot Noir,2022,1,3945,23984604.51,17436681.45
Sucursal Norte,Chardonnay,2022,1,5052,20944362.91,14154129.06
Sucursal Norte,Sauvignon Blanc,2022,1,3744,11473556.18,7895738.62
Sucursal Centro,Cabernet Sauvignon,2022,1,6585,28497903.81,21179014.26
Sucursal Centro,Merlot,2022,1,3666,10007618.76,7518634.39
Sucursal Centro,Pinot Noir,2022,1,4167,26375506.06,16255773.63
Sucursal Centro,Chardonnay,2022,1,5892,22118918.47,16282836.52
Sucursal Centro,Sauvignon Blanc,2022,1,3157,9760805.72,6866490.47
